,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22,principal component 23,principal component 24,principal component 25,principal component 26,principal component 27,principal component 28,principal component 29,principal component 30,principal component 31,principal component 32,principal component 33,principal component 34,principal component 35,principal component 36
74,-21.104396625500886,56.50379323491845,27.802079335870754,0.4047256058059678,29.015170691892827,26.514063746658884,8.504569632439678,78.1978649315073,-3.2124662994310627,-8.485115611673002,-2.745098743005633,16.494628950510606,36.46280314213129,-8.287856912052789,-6.832276488499585,-23.344853995527252,9.071938731617594,-14.632835434982416,-20.562959125622676,8.623471975002756,-3.283678915724754,8.135964220748798,24.61930058004446,19.730469807562883,1.6137772099680692,-1.1562350169448907,-2.685059979307652,13.234403129509392,7.728124229492582,-19.160986407038443,11.570731134664987,5.824428611870817,-5.738769173511974,2.0995676042869578,15.74781773302867,0.3635610587742104
75,28.151318612829265,119.72450169490905,6.452192580342042,-8.673501197328878,-52.6716281257227,13.690690288204438,12.035308431992105,4.35105608653846,1.6626919843173504,-10.001557118643372,-9.438294061637745,-35.11679224487753,-21.12019680289339,10.237328720220336,8.180626371391968,-5.2672607399250095,3.090514447386398,26.469527814766433,0.362556624444013,-3.4050601187117002,11.968697138981494,35.14692007009434,-5.475164292875291,4.8158305798495205,-3.1061873172037155,-21.792560040623567,-2.9667983059770613,-8.18386913479647,0.18373881121111044,-0.45951176361128737,-0.06116105811456282,12.825227295957864,-17.476141563947017,-0.05577284157065862,-9.782003516095356,-13.33414719891028
77,44.0601886526962,32.05334556829024,93.3655920406014,-34.068930485372306,17.337827429332958,-19.852855029226358,-6.790325244243206,-1.7338820127052779,45.350813664787,-17.273685343803013,-39.0680413801517,28.403139246686614,-0.41172229627917806,-14.913527361358659,-23.984202997504177,2.1859934537153,17.006358180706048,16.04148988794928,-7.932744246673731,-5.7166395400384085,16.642404955553644,6.306460937014796,28.620854854923095,1.3157269690424374,-30.12052182284271,-0.9604478542500792,5.52562977092808,-15.97620334772519,10.971642360399754,-7.629384408371822,18.82202182379368,-7.515172268582729,15.44118494072276,-3.958902661444105,-10.27854921441852,-4.707728799680257
78,-26.719004672832057,-9.114499585894356,52.098355980277525,46.58601949612477,-1.6179232851872114,27.517164591513787,-2.6221958773949905,-3.547070808004593,8.149482383037897,6.364760928871806,32.92160891379308,-9.995604723368348,-13.395142882287844,-16.01503760401264,12.560245308108309,-3.3712527070471263,-13.961635709935964,45.752053223596235,-20.87868231940725,-18.4932009743514,-10.894872633024345,-17.634436290471847,13.685071632892544,-8.96451902611853,34.206693603066014,-22.084934421249503,-15.357625584669362,-0.0037544025489327547,16.80234892978874,4.886960554349582,-2.644046388662599,-10.364417088626555,3.7785764784467646,16.86586726467164,-7.96905145481321,-1.9115524899865395
82,24.346052682087667,-25.488666850497644,64.3929159020218,-53.560572555866464,1.7228226883284963,-22.09103840915167,-31.839875921744085,-2.0558718232895057,17.074479240184587,-21.973270047090974,-8.586583490404676,-5.112192018479564,-12.627586369337331,-23.455680900433293,-31.196848494152306,-15.157055738223887,-28.801749504529152,-24.28120789881697,13.348585553542613,-31.10580752754644,-24.501280229476222,12.381744345092079,-18.429976281493165,-8.249856025603314,6.893976914286286,-6.511071748764707,-10.673428013135812,9.437279016520371,-3.2000536972411835,22.788201434684122,19.379835735883205,-10.015116594890205,8.369710148450775,-1.5300465413012527,-1.5546296613954305,-14.454849027725238
85,43.88282967830213,-25.915036942329845,49.888884214588835,87.98745453745838,1.5200544542294436,-20.686333486213638,19.273636003195325,-3.800059252050089,-16.45859116290197,-21.18953229345658,2.764629453385637,-2.853766718574861,-16.13466944614094,10.261579522831216,-41.52433855308142,21.069453487786234,-3.0947886641109106,-10.954161509883676,21.89921932783575,17.114660476314484,-5.856798338305934,-2.927931683327482,-7.123842008648975,26.533341412484656,-2.7931210788364043,11.970741593981646,34.7122078635101,-12.927128462380459,-7.213210075874835,-2.7195155402161983,-15.507721715575418,-14.559928419753538,5.316358422835189,-7.004310540926339,-8.384145563922665,1.468146609441948
87,64.21004186453149,55.44225830251127,-64.12569435745435,0.3776928541038604,46.20169675087241,41.39722646642421,-12.058765865148208,-30.184144091807127,-33.90032976586814,10.982553283513182,-1.7306318014830144,13.081813821276821,-6.76503015557863,-7.8721973582379565,36.751797483740106,-6.819040006840769,-27.411335430057534,-5.330342034481379,-18.353488013196383,1.1308017335756417,-0.7269352072622857,15.943638310182243,-6.982262817230768,9.146002858483254,1.5439238101657604,-6.707328401226376,2.4652596261063264,-21.907428175952617,-23.350423332681647,-2.5325983741317217,-7.490239172138537,-19.769939663511412,22.546701773543646,-3.322097842110047,7.3868954112081475,-22.450542843798836
88,51.600119303429025,-44.3548073468185,-17.042811270052976,61.03272629711032,-7.486536825905147,-9.210218001526684,43.32656970667426,-42.75712278483557,26.300338082981543,5.334050156920142,17.15685565288934,-2.834912847126459,67.56135628555477,-13.515996422620187,-3.8105457724025578,-1.6287404107800374,-1.325236969760766,-7.329357236985704,-1.281784604935789,-5.293013631626647,12.543665942975856,7.873102803079629,25.65104806292807,-5.371357699606144,-13.093877587311164,15.320864949639361,2.2721894020474886,-0.08487349312192057,20.652769518510453,20.493683849005603,-18.861564901587997,-0.45589813970572574,-9.6243794016018,-3.2281682787890444,8.344990681955034,-10.225791055186455
89,-30.367992919973545,-5.67381973672161,22.344651521833114,-17.036117137275955,3.0628581511209076,50.95729742998829,13.270567914836853,-39.18347870013624,-22.21603500840368,41.533369890440305,-1.6282630345249531,22.811282320605205,0.28358683309351085,-15.529481892299348,-21.40714908162513,-6.744548067949658,-23.114867554071026,-20.801275070167936,-19.814368101160195,10.738508402382482,24.644166769773065,-13.13000691487889,24.2005432703233,1.3195269738482072,18.830259450947068,-4.390792841113854,-1.2323387925612677,6.427184424692566,-6.161071011938745,10.753990320071859,3.2497686210410692,16.69498897449085,-1.3805251458339078,-8.66399217429768,-7.652980378836895,-1.2970980061199855
92,-26.55591231447063,-56.62052831249836,4.940077265284477,-6.995598158354416,-20.914247141146188,-38.816118784559414,-12.747633684780773,27.90764804294379,-11.082487297139991,-7.4334258922173815,38.931676734341096,-12.353597367727021,37.88413035618984,8.51271759441877,-3.3362096169720945,4.260782109769423,1.0096414467193875,2.1312611927008867,-12.394561532928561,37.0542478828273,-1.6928771165339616,9.97060412910555,-2.7812334161548256,-13.713832626127164,8.193935465497436,-19.559519928972943,-4.994834037160846,-21.968468561672957,4.003999725671548,-18.725305830490193,-6.782635800644619,8.204050637145537,16.780896466109397,-7.469529015283952,-7.503097037520971,-9.052280935624534
94,85.3719433671623,124.96810001802699,-35.41630391205481,11.884018027632663,-38.31051187852683,-15.812917732694933,-31.052411618573394,-11.996461009076377,7.118547065922277,20.01805451389117,-5.238970081087711,-8.917717302594896,-15.673060772085893,14.720141157792881,2.6535123608124294,-16.901118185929096,46.03983720188859,7.613802370201107,-22.700947941081406,-8.929199349605325,3.0009844872434894,-11.204462698298643,-7.938574558767672,29.886425202328113,-11.383798860570707,-16.09616300141604,-0.8260058686561305,-0.7762651392876134,14.404292687511353,28.427652207987677,-19.34359970808073,-0.5387533064535406,4.985586269964452,-8.143509256524865,3.3463598617598183,3.110126777567428
95,-49.676008023640165,-13.348794439980217,64.17640543890218,19.44427057541121,2.034848677266657,29.181090203561027,32.25537105971866,39.35386687607102,-41.09009300614331,1.7520105535211843,14.176225930121667,25.813242391721896,3.3556808668148896,9.412857083389268,-9.719394023257037,-24.93965885034136,20.716298637032615,13.424948879897475,2.5303358197608286,-4.80112483808067,-4.5918901005316295,-5.163148474195152,-17.931587045938034,5.904438021890025,22.084363606707164,-6.84926328949669,15.67727458445626,-3.7720670234699485,9.45028449662033,5.281809922651997,6.758245362744443,-17.506218270711926,-4.0946150977305145,0.1810935552326547,12.519988065845,-8.375644051435538
96,-76.46541747297213,-25.692789879387956,15.187716032056088,-61.75400255583582,-48.29533879875137,52.4797390547101,5.936013086565995,-31.368874525024303,-12.13252052369863,24.285323207721515,-39.09841278877727,-6.950722200203474,6.636929932419414,-11.199373018791942,-2.2640960065509774,24.701588744886013,33.76115924287093,16.625428070647335,16.41377675434287,5.39993811098944,9.67267390041557,17.47148449226623,-7.0649083547503535,5.0216535258493895,8.747755115261862,12.899302681659673,0.1270253682297776,9.065142368808202,-7.00388513328067,5.151230355685497,-4.17337484327568,3.7105048068794098,13.848651828554566,11.70653118804499,-6.209060641113645,-7.283412091825697
98,-32.57125135240968,62.94503180827459,-21.13859622878164,-28.366606274209655,24.672890979162176,21.361184629317382,-30.52762953649723,30.468975888383902,2.794024372132109,27.03707687631451,-25.185647066213626,-38.85121082856889,10.118752976802858,-0.48019083019614295,11.917705112200345,-21.964638348010297,-8.864388734361519,-24.17412454739869,27.638566329029057,-16.618511187986453,-16.154049681593293,-4.380116677706924,5.240525834112454,-13.422209029304536,-10.295325130528107,-15.349760857692491,29.307489368901862,10.9156649805983,3.296950674934144,-4.997018832918891,-3.4930099540102972,-0.8024336599312025,-6.602561197523423,13.300120350636336,-10.750420499244468,2.1182570105089504
99,-17.728807493841746,-11.431637759158676,-13.822106986150999,-12.461067602884679,-57.67460608580752,-22.097362556291344,31.266980475862507,38.715976153953015,4.115307390116647,-19.749867270319406,-35.203483124912786,1.9753624653301276,-10.878256440316473,27.061177515258972,-8.380196869605372,-8.651428970312317,-18.858400295354823,-0.8416877511304497,-13.433747100901334,-9.159518853336364,1.7870748733083925,-18.700127033288204,1.0515522289329164,-2.7474312610996074,14.266612655117001,27.88251643480417,0.33161291407715815,-7.995812349461221,-1.7430740689091384,-10.901528122721519,-6.720525086937582,-15.146870573549865,6.538998278833834,16.61179245967601,-12.478184105652725,9.860511421652697
100,28.887239848243674,-45.72986603821981,21.078718521988243,-2.5219186885838876,52.441137072274294,-57.45113624436599,51.48630634492245,-9.25203422052637,1.4737643185836777,-8.062599393150599,-21.281228253930458,28.99816069992166,-25.951751682314224,17.706245860323808,18.468458948270445,-15.735405515450005,26.031043689224962,-10.055041685040681,-5.64455125264293,11.873566548786837,-15.356884616411076,-13.653652805541105,-14.238987566647328,20.40519246625665,-0.22822691716355992,-14.045875373108615,-4.261393056386275,17.108843021892252,-8.988849709375913,5.5677800298434255,4.633339581568547,23.78079494694593,9.797603293513415,7.805747020816791,8.308408239949916,0.9153857528095324
