,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22,principal component 23,principal component 24,principal component 25,principal component 26,principal component 27,principal component 28,principal component 29,principal component 30,principal component 31,principal component 32,principal component 33,principal component 34,principal component 35,principal component 36
46,-40.97647628289506,34.81029314446354,-2.921687993317053,-23.618568169750656,-27.441191852062836,-52.04591988545494,45.148534639591645,-24.567744532395004,23.79092105927236,30.22953983642445,18.9446360970034,7.517583729435696,-18.15773573721533,-23.287845148767822,30.56152815821122,6.609453057077691,-12.931135583671304,-29.008318550020945,11.685676422152762,-13.235872981975382,-37.30569991147188,21.072624803397645,25.488095641464128,7.938878161034843,-0.7884280923137418,14.114355451773514,-4.866927839200476,-4.895801602477522,-11.872030497014176,-7.654166653697802,-2.00808735459562,-9.590048629595746,-5.156643557990818,4.383063558802097,13.330584152053271,-1.507306158630857
47,-17.01273078986978,82.15531467733493,-14.747338088304296,-1.7096656864645658,-8.744105104466806,-31.505506359781982,-51.28729446529519,-23.400187441006672,-2.8121008597591057,-8.69899878492765,5.437650754901584,21.58724872233337,-9.49014777268281,15.77324910024105,11.91823690062018,21.981723578760672,8.281002800728709,-8.41646809761066,20.36818365003136,16.543923096800544,-0.6793976800022128,-33.04251995342062,15.069391190996019,-9.905347232746282,-6.492123857888463,3.6688224897044526,2.4630445661476035,24.701909437109443,16.334584710300206,-19.706759904254387,-15.608850023778377,-0.7463994652665076,15.474352971340211,4.120148633980592,-9.491477786140115,-10.505332259899324
48,89.69463679425834,-14.208644880655894,21.026579687089377,-33.084773107407244,32.62642602347381,34.20244534691176,32.971022145245406,27.787808428718176,0.898661104827956,-23.544067060144123,18.900522664505427,-19.929652782450738,7.10347544396363,-14.33548856282331,43.932132550388914,56.27251836742718,6.750370184758264,-0.8397231171274114,-8.68077559263108,-18.929993435271417,-18.410714273547633,-22.843461620202774,5.373004229057988,9.886490052086867,-15.763213496465797,2.3512499679280308,-5.479526595410874,4.136209268612079,10.529267208013932,4.459645185764086,8.348554194224677,-1.9793997019755134,-12.58541850743809,-22.455689144997045,-11.071148350084528,3.5611668861208257
49,-67.72174407016692,-10.397143295567002,1.982090308092163,-41.43757779324047,30.531414108124498,-2.335499211181164,-23.40520533596142,-3.311471735832111,-37.3229711985159,-0.3206421820023988,-36.96851424565436,15.405092833572276,32.543324897304636,-33.49953547513835,1.4066817957099922,-14.79203338391939,12.808320640886073,11.870476164631743,9.239504127163332,18.280764984367146,-17.80692434081726,9.39155939398765,-3.1889192882075754,-6.622920673458245,-0.387438562941036,12.057332110266454,18.25379525050764,-18.01862860162601,8.48719218232654,21.840384125367446,-0.24732107993973604,-0.9343129250603591,2.654966704994797,-17.64387418545463,-3.1771845967700476,16.304911107892334
50,-50.75600742919885,-34.212126720108074,17.321462151906672,-12.993487997388002,-44.17381106353558,-1.9050754585630731,-45.151438297631735,-7.907240738818433,-5.576214322185779,-36.50552011638358,56.03854727918007,5.565217620779979,19.810245881189747,-30.284537691938922,11.340790866190689,13.794018318946785,4.949541529588522,-36.427225476924036,4.893135594010922,-1.5262234772575465,19.950359772233124,-23.441703580548495,-17.114414953844943,23.005568032476102,4.418169065702488,-14.4744863761055,1.3691248882485316,-13.861981458910797,-7.951114483668688,3.758651564308478,13.612067763549568,12.820147135739958,3.1537896647687718,9.049169784387423,6.401001200501579,3.2010259371299785
51,49.713853298887756,-100.31604641156466,0.6380750273906022,6.678152725778158,-7.246219780275327,0.9041955817912742,-8.912362578420547,18.264086162435774,55.08079673231495,23.302348853990857,10.277945675252965,-45.917600332715445,4.624123681397734,9.054099411024447,37.23343368663835,-6.294024701595012,2.746310316049311,27.039795758563987,14.582918740557988,-15.321073833283753,13.631146218274306,-16.970865152051687,-1.1365317762738156,-9.787369120982373,-4.742047911715742,-4.432235211787648,24.85768835160156,-1.4353740616573,-13.725114938247815,11.316086275817083,9.559765625423248,-6.555695536947281,18.16209119565419,-0.12293704500300238,14.774865513057081,16.66017167475981
53,-86.21028940425307,-29.086702454648744,-68.6509306309929,-4.774077104499417,30.583223730378904,24.336088798238492,41.828881335655275,6.209976525890176,-8.103632924181184,-40.600211507758694,-20.733756044284235,-2.114048907524729,-17.452067025049544,-3.9235470386015083,-7.622607267552738,26.365447790539033,13.807106782153594,26.459374143581226,25.385644575953012,5.340284820239829,-11.303904999266404,-18.27908573507097,34.48396743853173,1.184415730454553,3.4293193241479263,-9.096262895950819,-2.5743422752133585,-6.11485217554595,-16.626352343174602,8.09088873939972,-3.442035107337918,3.962562606323884,-1.8622192926992165,9.815287771757726,7.156436819200468,-1.2449323870131748
55,-71.5390269381175,81.97656101059988,38.724170692334134,23.461972615039947,-44.20285577944472,5.512873584605745,34.723069564608956,13.41961820227113,3.10659586057633,-5.709823598269734,1.9477709586015488,-3.3408751530639793,20.8351618296756,5.183793942351483,22.84094717677898,-1.362404634311077,-36.91816603334089,-0.3439547800660393,31.902347351053198,23.019045410901334,2.7827953846902402,14.676944683848436,1.8294518051222617,34.53352586010757,-10.637195357171343,-9.607535895284427,-18.96167202717174,17.13512212805906,-3.5421323129257427,8.27834381431842,0.16870314532366315,-8.500739240165096,20.92214239775241,-4.66576820506462,-0.6410959738478029,10.777948847835546
57,-14.003399613234926,54.4477381586502,-6.195088917459416,5.288139667296875,61.07086443165948,22.65580541660494,16.984321150771088,19.216085464776405,17.229502085558572,14.40928087530944,49.91005232603619,-10.693608947632885,-10.272835691447643,38.31931315704524,-30.214918158220375,14.327572227691832,16.349870485450705,-25.100941656276134,9.329826633945476,-1.0324449686755635,-8.47740254195472,17.65911484996851,-1.8318102117637534,-12.919760292472722,-7.859818459752498,-1.5876134491192881,-19.20237134682457,-11.173813117301158,-17.827403311542152,6.959491485364171,-9.949228053900795,5.2143110828634045,-8.99740535178552,1.5056956806115922,-7.141319006426648,6.485757719494398
58,62.25653978614499,-67.20642124633964,74.55677116678538,-19.60515339359367,12.884493920081777,13.165855917258186,-7.101408181642503,-3.953576160338935,6.639334574524175,16.710031365308446,3.6845804561887125,28.28075123599329,-22.347671037516196,4.077372465850844,27.29376789628792,19.91468015990462,46.46152473998677,-25.840583284408496,1.8679142541666163,-8.215447298267762,9.261641158844963,18.18001492356936,-3.664031701961246,-12.14275266622971,29.730016148466422,9.650326963277282,-7.825731862919705,7.3465670926401385,9.91611410917376,-5.261115959254927,-21.407302822075692,-21.447911456039183,-3.7368127744339343,-2.469525089399713,-1.4390811543006583,-1.9424693743579573
59,53.51881356980062,26.731003277840816,-51.360217428754545,28.42962637030678,36.535784868214144,-27.204743676237495,-3.562836109133129,-4.436181001224238,2.351871615722471,59.767865703485825,18.988539654261903,12.078549258386957,-9.982914254854338,-18.230768611440386,-36.89757321505729,0.6362695417114108,-19.163589079626963,1.64335462797433,31.83091172227078,1.2725882195558211,16.43811297040647,3.4032227890525983,-4.603901975676546,7.772473247567494,2.3066046430922573,-0.09250842073083569,3.8851533966394554,-2.922857182677353,26.940231865147688,5.567108561943746,11.731111418942664,-4.653729903825657,-4.498413500897422,25.053572637828445,4.894036987921609,7.428429061246248
62,81.8429729093689,-40.232842310041185,29.18400947035921,-26.178309900534295,-14.473775547559567,4.00895866961452,-21.90035326020381,-8.76715126813628,-14.216504403771381,7.993784490148346,19.18983896700149,15.782130590692345,-10.533356802913135,16.017277097227147,-13.639295494445388,-36.10673573488802,-1.4597171963205828,3.551289071770481,-8.743021854680462,44.7882926829985,-4.32263899190976,-16.218604152569014,13.45827756103094,-25.17871401381172,-27.89990354246817,-5.070763897681019,-19.280698494736402,22.828235949469956,-22.30214777550662,17.8424909087695,3.4648278665443173,-22.474991776051407,-9.158882840439684,-0.14375378044431783,-0.07082612736722518,5.570203748661768
63,52.94091168027704,-88.43574105519774,-81.02937555858624,-4.257546505156451,7.827455567206932,10.733002601366852,-5.427452251889676,34.643614741907896,-58.35449021419779,14.202008783273863,18.870375941914418,10.970625368281572,-4.649766730430223,20.801563871273306,-6.936223336225481,-6.538786779627651,6.881095740911414,-4.0423834479639424,-9.535713093428448,-19.235209005014145,-8.510174863812752,14.992066606073957,-5.241938184609908,14.40900089237995,-18.06351026188412,13.703491531296299,0.12346950891730603,-0.8178050236910201,8.374794242104851,6.859852823274941,11.50985506993707,11.779856989386268,6.602763527214356,7.168628163862203,-17.771779719464025,-4.327263071877935
64,13.910978167159735,14.78484231688849,-47.06907416351606,-36.39265579839795,-45.98809883168552,-43.861925209261464,-2.5930853431838803,-13.54188962026054,-2.650327212657558,28.440208675962875,-20.93474171599053,42.490054540709124,-8.834180396091861,12.12675826160726,1.1040512997430305,11.232281934772328,-8.07236819198629,-0.9737700626166859,4.26676217755611,-7.41101627416205,-14.109992141185938,-22.052271566893292,-8.230872558793205,3.434290275140069,19.15638832926206,-15.796711610251895,-11.09416945082635,-19.837356116887353,10.350197202123304,-5.236230119406309,8.070877590512463,5.24055094341585,-16.265912922112005,-16.43287043204322,7.402627736367418,14.20880553130285
68,90.00712420933648,-100.67078971236741,-24.415351545639343,11.454698440909782,-12.986233791585954,30.489349294652584,33.13912997356651,-21.89708646887063,4.37329862262307,-22.173835617492497,-26.219222937952814,11.332017031531564,-1.0894501741240594,48.11314226147511,27.280967104640254,7.3763336631779435,-31.346530992906782,-9.846993351595529,10.335041105864478,12.923414862489274,12.955580159332024,29.807393499274053,-20.573757165381096,-5.871170570985724,-1.089364741064232,-10.445089357094732,10.025516464218311,14.541461955550774,19.981306045931007,-4.303039202224856,12.006015088299907,0.24219974352160772,-5.383444207284515,-1.2092669583018265,4.019820141837415,2.8587420170988893
70,-98.50096604182102,42.058334567100566,-41.426355037353815,48.413563316465755,-23.499999351988325,16.676487390708015,-40.8971968839971,38.21274811542524,-12.388752889025604,11.175597011164683,22.930641477899563,49.3824282846161,7.632599933474164,8.550864093833617,23.71708495395198,25.23444640585587,9.138060523482048,3.714439852296439,-7.4870609113485145,-17.8201720617734,22.9788524625403,1.2390597026849266,-6.3753429227689535,-12.508375107696777,-16.310460140900478,25.82654535532863,-0.5099684138552473,12.919509235685812,-10.573321519367113,7.956796044438258,10.53642864462784,-3.582322991957025,2.7519506493343804,4.761913269218054,5.499995472512487,2.1057777525735535
71,-20.722665297891734,72.36950345677117,11.325781810510295,-2.0815694409951977,28.88916652447229,-6.086583073867418,-22.30186116267586,-35.26121098904791,13.61812057228411,-30.157550266004847,30.333162093306964,-6.529705727168273,16.863385965954183,51.78511910773617,1.0919222500575474,-16.292619910524316,15.399354413864804,11.491539007777341,-1.4771112755545164,-2.3930790697229294,-12.546968833984204,7.3574203944344925,12.153476306511436,1.0549548735384662,10.876847390814426,9.569026492913451,10.630904026121707,-16.6747084964177,1.5338026088625294,-5.705761802816894,18.77545480810693,-13.196739439717996,-3.686639779868482,4.743918396265014,13.488948738252313,-3.3119853471683256
72,-68.1482538113332,-3.851707307017187,73.61075580565654,21.864824856549657,-26.282651616712226,59.68523813054534,4.18219038842683,-42.173288812795924,1.4506859500349603,19.135199057002552,8.035924176777904,-30.7874840774882,-18.922372751966048,0.40932387607206716,-17.176002773994412,-8.792531662337048,-4.7248938515644054,-36.67781988840253,-29.980471630226546,-12.702243153536433,-6.301384422715146,-1.9808578502504675,-1.0651476828079842,8.666532587777514,-8.891305040104937,2.574989011727071,10.381037313311559,-0.6298034056921477,0.8642193350865021,-16.01817347865523,-4.615695397351095,6.9723760905708,2.557510404901014,-1.5966137902961546,-2.163306333248308,26.33296561143642
